ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName
ocds-dgv273-seacev3-1222406,ocds-dgv273-seacev3-1222406-2026-06-20T10:18:22.757769-05:00,compiled,2026-06-20T10:18:22.757756-05:00,ocds-dgv273-seacev3-1222406,2026-06-20T10:18:22.757774-05:00,tender,PE-CONSUCODE-203586,GOBIERNO REGIONAL DE TACNA RED DE SALUD TACNA,Fondos Públicos,,,1222406,COMPRE-COMPRE-5-2026-REDS.T-1,ADQUISICIÓN DE INCUBADORA DE TRANSPORTE PARA LA UNIDAD DE PRESTACIONES Y ASEGURAMIENTO EN SALUD DE LA RED DE SALUD TACNA,PE-CONSUCODE-203586,GOBIERNO REGIONAL DE TACNA RED DE SALUD TACNA,2026-06-05T16:38:00-05:00,Comparación de Precios,goods,goods,73850.0,PEN,Soles,73850.0,2026-06-05T00:00:00-05:00,2026-06-05T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1223753,ocds-dgv273-seacev3-1223753-2026-06-20T10:18:22.032562-05:00,compiled,2026-06-20T10:18:22.032549-05:00,ocds-dgv273-seacev3-1223753,2026-06-20T10:18:22.032567-05:00,tender,PE-CONSUCODE-374,MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL SECTOR DE SACCANA DE LA COMUNIDAD DE QUEHUIRA DEL   DISTRITO DE CHALLHUAHUACHO DE LA PROVINCIA DE COTABAMBAS DEL DEPARTAMENTO DE APURIMAC,2671923,1223753,COMPRE-COMPRE-7-2026-DEC-MDCH-2,"ADQUISICIÓN DE LADRILLOS PARA EL PROYECTO: MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL SECTOR DE SACCANA DE LA COMUNIDAD DE QUEHUIRA DEL DISTRITO DEL CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURÍMAC.",PE-CONSUCODE-374,MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,2026-06-09T19:27:00-05:00,Comparación de Precios,goods,goods,89600.0,PEN,Soles,89600.0,2026-06-09T00:00:00-05:00,2026-06-09T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1226698,ocds-dgv273-seacev3-1226698-2026-06-20T10:18:21.496969-05:00,compiled,2026-06-20T10:18:21.496956-05:00,ocds-dgv273-seacev3-1226698,2026-06-20T10:18:21.496975-05:00,tender,PE-CONSUCODE-2380,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,Fondos Públicos,,,1226698,COMPRE-COMPRE-4-2026-OC/EPSTACNA S.A-1,"ADQUISICIÓN DE TUBERÍAS DE PCV PARA AGUA POTABLE PARA LA EJECUCIÓN DE OBRA ¿RENOVACIÓN DE RED DE DISTRIBUCIÓN; EN EL(LA) SISTEMA DE AGUA POTABLE EN LA AV GRAU TRAMO CALLE CHICLAYO - RESERVORIO R-5, DISTRITO DE TACNA, PROVINCIA TACNA, DEPARTAMENTO TACNA¿.",PE-CONSUCODE-2380,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,2026-06-18T12:38:00-05:00,Comparación de Precios,goods,goods,0.0,PEN,Soles,0.0,2026-06-18T00:00:00-05:00,2026-06-18T00:00:00-05:00,,,,,True,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1221093,ocds-dgv273-seacev3-1221093-2026-06-20T10:18:21.386487-05:00,compiled,2026-06-20T10:18:21.386474-05:00,ocds-dgv273-seacev3-1221093,2026-06-20T10:18:21.386493-05:00,tender,PE-CONSUCODE-200191,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRO NOR MEDIO SA HIDRANDINA,Fondos Públicos,,,1221093,LP-ABR-3-2026-HDNA-1,"Adquisición de Petróleo Diésel B5 S50 para la Unidad Empresarial La Libertad Norte, Servicio Eléctrico Chepén de Hidrandina S.A.",PE-CONSUCODE-200191,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRO NOR MEDIO SA HIDRANDINA,2026-06-01T12:59:00-05:00,Licitación Pública Abreviada,goods,goods,149445.83,PEN,Soles,149445.83,2026-06-01T00:00:00-05:00,2026-06-01T00:00:00-05:00,2026-06-02T00:01:00-05:00,2026-06-05T23:59:00-05:00,3,2,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1223464,ocds-dgv273-seacev3-1223464-2026-06-20T10:18:14.979606-05:00,compiled,2026-06-20T10:18:14.979594-05:00,ocds-dgv273-seacev3-1223464,2026-06-20T10:18:14.979612-05:00,tender,PE-CONSUCODE-10549,GOBIERNO REGIONAL DE PASCO-SALUD AIS HOSPITAL DANIEL A.CARRION,Fondos Públicos,,,1223464,DIRECTA-DIRECTA-6-2026-OC/HDAC-PASCO-1,"CONTRATACIÓN DE SERVICIO DE UNA EMPRESA OPERADORA DE RESIDUOS SOLIDOS (EO-RS) PARA LA RECOLECCION, TRANSPORTE EXTERNO Y DISPOSICION FINAL DE LOS RESIDUOS SOLIDOS HOSPITALARIOS PARA EL HOSPITAL REGIONAL DANIEL ALCIDES CARRION PASCO",PE-CONSUCODE-10549,GOBIERNO REGIONAL DE PASCO-SALUD AIS HOSPITAL DANIEL A.CARRION,2026-06-03T23:25:00-05:00,Contratación Directa,services,services,112000.0,PEN,Soles,112000.0,,,,,,1,False,2026-06,añoPublicacionProceso;mesPublicacionProceso,direct,112000.0,PEN,Soles
ocds-dgv273-seacev3-1222140,ocds-dgv273-seacev3-1222140-2026-06-20T10:18:14.040083-05:00,compiled,2026-06-20T10:18:14.040070-05:00,ocds-dgv273-seacev3-1222140,2026-06-20T10:18:14.040088-05:00,tender,PE-CONSUCODE-1324,MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA),Fondos Públicos,"CONSTRUCCION DE PISTA; EN EL(LA) CALLE PACHACUTEC DEL ASENTAMIENTO HUMANO PAMPA OLIVARES VILLA LETICIA CAJAMARQUILLA DE CHOSICA  DISTRITO DE LURIGANCHO, PROVINCIA LIMA, DEPARTAMENTO LIMA",2703743,1222140,COMPRE-COMPRE-17-2026-MDL/DEC-1,"ADQUISICIÓN DE ASFALTO EN CALIENTE CONVENCIONAL DE PENETRACIÓN MEDIA PARA LA OBRA: CONSTRUCCION DE PISTA; EN EL(LA) CALLE PACHACUTEC DEL ASENTAMIENTO HUMANO PAMPA OLIVARES VILLA LETICIA CAJAMARQUILLA DE CHOSICA DISTRITO DE LURIGANCHO, PROVINCIA LIMA, DEPARTAMENTO LIMA, CON CUI N° 2703743",PE-CONSUCODE-1324,MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA),2026-06-03T18:21:00-05:00,Comparación de Precios,goods,goods,99544.0,PEN,Soles,99544.0,2026-06-03T00:00:00-05:00,2026-06-03T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,99544.0,PEN,Soles
ocds-dgv273-seacev3-1224489,ocds-dgv273-seacev3-1224489-2026-06-20T10:18:13.924573-05:00,compiled,2026-06-20T10:18:13.924561-05:00,ocds-dgv273-seacev3-1224489,2026-06-20T10:18:13.924579-05:00,tender,PE-CONSUCODE-804,MUNICIPALIDAD DISTRITAL DE VELILLE,Fondos Públicos,,,1224489,COMPRE-COMPRE-10-2026-MDV-OC-1,CONTRATACIÓN DE BIENES CUYES REPRODUCTORES HEMBRAS Y MACHOS PARA LA ACTIVIDAD; IMPLEMENTACION DE MODULO PILOTO PARA LA CRIANZA DE CUYES DE RAZA,PE-CONSUCODE-804,MUNICIPALIDAD DISTRITAL DE VELILLE,2026-06-11T15:46:00-05:00,Comparación de Precios,goods,goods,73440.0,PEN,Soles,73440.0,2026-06-11T00:00:00-05:00,2026-06-11T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1221223,ocds-dgv273-seacev3-1221223-2026-06-20T10:18:13.572090-05:00,compiled,2026-06-20T10:18:13.572077-05:00,ocds-dgv273-seacev3-1221223,2026-06-20T10:18:13.572095-05:00,tender,PE-CONSUCODE-833,MUNICIPALIDAD DISTRITAL DE CAICAY,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD CAMPESINA DE TAUCAMARCA DEL   DISTRITO DE CAICAY DE LA PROVINCIA DE PAUCARTAMBO DEL DEPARTAMENTO DE CUSCO,2606627,1221223,SIE-SIE-1-2026-MDC-P-1,"CONTRATACION DE BIENES DE CEMENTO PORTLAND TIPO I (42.5KG) PARA EL PROYECTO ""MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO DEL SERVICIO DE ALCANTARRILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN LA COMUNIDAD CAMPESINA DE TAUCAMARCA DEL DISTRITO DE CAICAY",PE-CONSUCODE-833,MUNICIPALIDAD DISTRITAL DE CAICAY,2026-06-01T19:03:00-05:00,Subasta Inversa Electrónica,goods,goods,47871.0,PEN,Soles,47871.0,2026-06-01T00:00:00-05:00,2026-06-01T00:00:00-05:00,,,,7,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1221978,ocds-dgv273-seacev3-1221978-2026-06-20T10:18:13.413476-05:00,compiled,2026-06-20T10:18:13.413464-05:00,ocds-dgv273-seacev3-1221978,2026-06-20T10:18:13.413482-05:00,tender,PE-CONSUCODE-10212,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA,Fondos Públicos,,,1221978,COMPRE-COMPRE-2-2026-HMA-2,SERVICIO DE MANTENIMIENTO SPAT (SISTEMA PUESTA TIERRA) DE LOS AMBIENTES DE DIAGNOSTICA POR IMÁGENES) DEL HOSPITAL MARIA AUXILIADORA),PE-CONSUCODE-10212,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA,2026-06-03T17:13:00-05:00,Comparación de Precios,services,services,100000.0,PEN,Soles,100000.0,2026-06-03T00:00:00-05:00,2026-06-03T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,100000.0,PEN,Soles
ocds-dgv273-seacev3-1221050,ocds-dgv273-seacev3-1221050-2026-06-20T10:18:12.644065-05:00,compiled,2026-06-20T10:18:12.644052-05:00,ocds-dgv273-seacev3-1221050,2026-06-20T10:18:12.644070-05:00,tender,PE-CONSUCODE-1068,MUNICIPALIDAD PROVINCIAL DE HUANCAYO,Fondos Públicos,,,1221050,LP-ABR-4-2026-C/MPH-1,ADQUISICION DE UNIFORME PARA EL PERSONAL (AGENTE SERENO) DE LA GERENCIA DE SEGURIDAD CIUDADANA  DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAYO,PE-CONSUCODE-1068,MUNICIPALIDAD PROVINCIAL DE HUANCAYO,2026-06-01T18:04:00-05:00,Licitación Pública Abreviada,goods,goods,149996.0,PEN,Soles,149996.0,2026-06-01T00:00:00-05:00,2026-06-01T00:00:00-05:00,2026-06-02T00:01:00-05:00,2026-06-04T23:59:00-05:00,2,17,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1225098,ocds-dgv273-seacev3-1225098-2026-06-20T10:18:12.004256-05:00,compiled,2026-06-20T10:18:12.004243-05:00,ocds-dgv273-seacev3-1225098,2026-06-20T10:18:12.004261-05:00,tender,PE-CONSUCODE-201144,UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS,Fondos Públicos,,,1225098,CP SER-SM-16-2026-MINEDU/UE120-1,SERVICIO DE IMPRESIÓN DE MATERIALES EDUCATIVOS PARA ESTUDIANTES DEL NIVEL SECUNDARIA - GRUPO 03 - DOTACIÓN 2027,PE-CONSUCODE-201144,UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS,2026-06-12T19:38:00-05:00,Concurso Público de Servicios,services,services,600324.2,PEN,Soles,600324.2,2026-06-12T00:00:00-05:00,2026-06-12T00:00:00-05:00,2026-06-13T00:01:00-05:00,2026-06-23T23:59:00-05:00,10,11,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1226642,ocds-dgv273-seacev3-1226642-2026-06-20T10:18:11.970736-05:00,compiled,2026-06-20T10:18:11.970723-05:00,ocds-dgv273-seacev3-1226642,2026-06-20T10:18:11.970741-05:00,tender,PE-CONSUCODE-201468,"PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RÍO APURIMAC, ENE Y MANTARO- PROVRAEM",Fondos Públicos,,,1226642,DIRECTA-DIRECTA-3-2026-PROVRAEM/OC-1,"CONTRATACIÓN DE EJECUCIÓN DEL SERVICIO DENOMINADO: ""DESCOLMATACIÓN Y CONFORMACIÓN DE DIQUE CON MATERIAL PROPIO Y PROTECCION CON ROCA AL VOLTEO EN TRAMOS CRITICOS DEL MARGEN E IZQUIERDO DEL DERECHO RIO CANGRECCOCHAYOCC, DE LA LOCALIDAD SEVITE BAJA DEL C.P NAZARET ALTA DISTRITO DE SIVIA HUANTA -AYACU",PE-CONSUCODE-201468,"PROYECTO ESPECIAL DE DESARROLLO DEL VALLE DE LOS RÍO APURIMAC, ENE Y MANTARO- PROVRAEM",2026-06-18T11:47:00-05:00,Contratación Directa,services,services,461042.0,PEN,Soles,461042.0,,,,,,1,False,2026-06,añoPublicacionProceso;mesPublicacionProceso,direct,461042.0,PEN,Soles
ocds-dgv273-seacev3-1221024,ocds-dgv273-seacev3-1221024-2026-06-20T10:18:09.747651-05:00,compiled,2026-06-20T10:18:09.747638-05:00,ocds-dgv273-seacev3-1221024,2026-06-20T10:18:09.747656-05:00,tender,PE-CONSUCODE-2380,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,Fondos Públicos,,,1221024,CP SER-SM-2-2026-OC-EPS TACNA S.-1,"SERVICIO DE REPOSICION DE CARPETA ASFALTICA, PARA LA OBRA: ¿RENOVACIÓN DE RED DE DISTRIBUCIÓN Y RED DE ALCANTARILLADO EN EL (LA) SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOC. DE VIV. VILLA EL SOL, ASOC. VIV. TARAPACÁ, ASOC. VIV. LOS OLIVOS, URB. STA. TERESA Y J.V. JESÚS MARÍA",PE-CONSUCODE-2380,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE TACNA S.A,2026-06-01T14:43:00-05:00,Concurso Público de Servicios,services,services,0.0,PEN,Soles,0.0,2026-06-01T00:00:00-05:00,2026-06-01T00:00:00-05:00,2026-06-02T00:01:00-05:00,2026-06-10T23:59:00-05:00,8,,True,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1222045,ocds-dgv273-seacev3-1222045-2026-06-19T10:30:24.089611-05:00,compiled,2026-06-19T10:30:24.089597-05:00,ocds-dgv273-seacev3-1222045,2026-06-19T10:30:24.089617-05:00,tender,PE-CONSUCODE-200447,GOBIERNO REGIONAL DE ANCASH - RED DE SALUD PACIFICO SUR,Fondos Públicos,,,1222045,COMPRE-COMPRE-2-2026-RSPS/OEC-1,ADQUISICION DE RESINA PARA LOS ESTABLECIMIENTOS DE SALUD DE LA JURISDICCION DE LA RED DE SALUD PACIFICO SUR,PE-CONSUCODE-200447,GOBIERNO REGIONAL DE ANCASH - RED DE SALUD PACIFICO SUR,2026-06-03T16:29:00-05:00,Comparación de Precios,goods,goods,48400.0,PEN,Soles,48400.0,2026-06-03T00:00:00-05:00,2026-06-03T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,48400.0,PEN,Soles
ocds-dgv273-seacev3-1222381,ocds-dgv273-seacev3-1222381-2026-06-19T10:30:23.479209-05:00,compiled,2026-06-19T10:30:23.479194-05:00,ocds-dgv273-seacev3-1222381,2026-06-19T10:30:23.479215-05:00,tender,PE-CONSUCODE-643,MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN PASAJE SABINO PICHEN EN LA URB. SAN MATEO   DISTRITO DE CONTUMAZA DE LA PROVINCIA DE CONTUMAZA DEL DEPARTAMENTO DE CAJAMARCA,2647713,1222381,SIE-SIE-3-2026-MPC/OC-1,"ADQUISICIÓN DE ACERO Y CEMENTO PARA EL PROYECTO: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN PASAJE SABINO PICHEN EN LA URBANIZACIÓN SAN MATEO DISTRITO DE CONTUMAZÁ, PROVINCIA DE CONTUMAZÁ, DEPARTAMENTO DE CAJAMARCA - C.U.I. Nº 2647713.",PE-CONSUCODE-643,MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,2026-06-05T16:12:00-05:00,Subasta Inversa Electrónica,goods,goods,0.0,PEN,Soles,0.0,2026-06-05T00:00:00-05:00,2026-06-05T00:00:00-05:00,,,,,True,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1221361,ocds-dgv273-seacev3-1221361-2026-06-19T10:30:21.417318-05:00,compiled,2026-06-19T10:30:21.417306-05:00,ocds-dgv273-seacev3-1221361,2026-06-19T10:30:21.417324-05:00,tender,PE-CONSUCODE-200413,INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE CHACHAPOYAS,Fondos Públicos,,,1221361,CP-ABR-5-2026-IVP/CHACHAPOYAS-2,"SERVICIO DE MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL NO PAVIMENTADO, TRAMO: EMP. AM - 106 (GONCHA) - CHILIQUIN (KM 11+450), DISTRITO DE ASUNCIÓN, QUINJALCA Y CHILIQUIN, PROVINCIA DE CHACHAPOYAS, DEPARTAMENTO DE AMAZONAS",PE-CONSUCODE-200413,INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE CHACHAPOYAS,2026-06-01T20:25:00-05:00,Concurso Público Abreviado,services,services,63261.0,PEN,Soles,63261.0,2026-06-01T00:00:00-05:00,2026-06-01T00:00:00-05:00,2026-06-02T00:01:00-05:00,2026-06-04T23:59:00-05:00,2,9,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1222521,ocds-dgv273-seacev3-1222521-2026-06-19T10:30:20.945735-05:00,compiled,2026-06-19T10:30:20.945722-05:00,ocds-dgv273-seacev3-1222521,2026-06-19T10:30:20.945740-05:00,tender,PE-CONSUCODE-639,MUNICIPALIDAD DISTRITAL DE SOROCHUCO,Fondos Públicos,,,1222521,COMPRE-COMPRE-4-2026-MDS/JOAP-1,SEGUNDA CONVOCATORIA DE  LA ¿ADQUISICIÓN DE MATERIAL DE AFIRMADO PARA LA ACTIVIDAD: MANTENIMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR DEL CAMINO CRUCE MARCOPATA - SANTA ROSA DE MILPO¿,PE-CONSUCODE-639,MUNICIPALIDAD DISTRITAL DE SOROCHUCO,2026-06-11T17:14:00-05:00,Comparación de Precios,goods,goods,50340.0,PEN,Soles,50340.0,2026-06-11T00:00:00-05:00,2026-06-11T00:00:00-05:00,,,,,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1220568,ocds-dgv273-seacev3-1220568-2026-06-19T10:30:20.633417-05:00,compiled,2026-06-19T10:30:20.633402-05:00,ocds-dgv273-seacev3-1220568,2026-06-19T10:30:20.633422-05:00,tender,PE-CONSUCODE-79,MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA - CHACHAPOYAS,Fondos Públicos,CREACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DE LAS LOCALIDADES DE DURAZNOPAMPA Y SAN PEDRO DEL DISTRITO DE MARISCAL CASTILLA - PROVINCIA DE CHACHAPOYAS - DEPARTAMENTO DE AMAZONAS,2448717,1220568,LP-ABR-1-2026-MDMC/CS-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA:OBRAS COMPLEMENTARIAS: ¿CREACIÓN DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DE LAS LOCALIDADES DE DURAZNOPAMPA Y SAN PEDRO DEL DISTRITO DE MARISCAL CASTILLA ¿ PROVINCIA DE CHACHAPOYAS ¿ DEPARTAMENTO DE AMAZONAS¿, CON CUI N°2448717",PE-CONSUCODE-79,MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA - CHACHAPOYAS,2026-06-01T17:31:00-05:00,Licitación Pública Abreviada,works,works,1577955.53,PEN,Soles,1577955.53,2026-06-01T00:00:00-05:00,2026-06-01T00:00:00-05:00,2026-06-02T00:01:00-05:00,2026-06-04T23:59:00-05:00,2,9,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1224544,ocds-dgv273-seacev3-1224544-2026-06-19T10:30:20.066615-05:00,compiled,2026-06-19T10:30:20.066603-05:00,ocds-dgv273-seacev3-1224544,2026-06-19T10:30:20.066621-05:00,tender,PE-CONSUCODE-1212,MUNICIPALIDAD DISTRITAL DE CHUGAY,Fondos Públicos,,,1224544,COMPRE-COMPRE-2-2026-MDCH-2,"ADQUISICIÓN DE UNIFORMES DEPORTIVO (BUZOS UNISEX) EN EL MARCO DEL PROYECTO ¿CAPACITACIÓN Y HOMENAJE A MAESTROS DE INICIAL, PRIMARIA Y SECUNDARIA DE LAS II.EE DEL DISTRITO DE CHUGAY, PARA EL LOGRO DE APRENDIZAJE Y BIENESTAR DE LOS ESTUDIANTES 2026¿",PE-CONSUCODE-1212,MUNICIPALIDAD DISTRITAL DE CHUGAY,2026-06-11T16:30:00-05:00,Comparación de Precios,goods,goods,67210.0,PEN,Soles,67210.0,2026-06-11T00:00:00-05:00,2026-06-11T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1221577,ocds-dgv273-seacev3-1221577-2026-06-19T10:30:19.979406-05:00,compiled,2026-06-19T10:30:19.979394-05:00,ocds-dgv273-seacev3-1221577,2026-06-19T10:30:19.979412-05:00,tender,PE-CONSUCODE-397,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,Fondos Públicos,,,1221577,DIRECTA-DIRECTA-3-2026-MPA-1,"SERVICIO DE INTERVENCION POR EMERGENCIA DE LLUVIAS INTENSAS PARA LA REHABILITACION DE LA AV GOYENECHE DESDE LA CALLE PAUCARPATA HASTA LA CALLE MUÑOZ NAJAR, DISTRITO DE AREQUIPA PROVINCIA DE AREQUIPA, DEPARTAMENTO DE AREQUIPA, PARA DAR CUMPLIMIENTO A LO DISPUESTO AL DS N° 019-2026-PCM",PE-CONSUCODE-397,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,2026-06-03T15:56:00-05:00,Contratación Directa,services,services,229000.0,PEN,Soles,229000.0,,,,,,1,False,2026-06,añoPublicacionProceso;mesPublicacionProceso,direct,229000.0,PEN,Soles
ocds-dgv273-seacev3-1225363,ocds-dgv273-seacev3-1225363-2026-06-19T10:30:19.795008-05:00,compiled,2026-06-19T10:30:19.794995-05:00,ocds-dgv273-seacev3-1225363,2026-06-19T10:30:19.795013-05:00,tender,PE-CONSUCODE-1577,MUNICIPALIDAD PROVINCIAL DE OXAPAMPA,Fondos Públicos,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL(LA) CENTRO DE EDUCACIÓN TÉCNICO PRODUCTIVA ANTONIO BRACK EGG  DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",2601656,1225363,LP-ABR-3-2026-MPO-C-2,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS; EN EL (LA)CENTRO DE EDUCACION TÉCNICO PRODUCTIVA ANTONIO BRACK EGG DISTRITO DE OXAPAMPA, PROVINCIA DE OXAPAMPA DEPARTAMENTO DE PASCO CON CUI N°2601656",PE-CONSUCODE-1577,MUNICIPALIDAD PROVINCIAL DE OXAPAMPA,2026-06-15T14:39:00-05:00,Licitación Pública Abreviada,works,works,401503.04,PEN,Soles,401503.04,2026-06-15T00:00:00-05:00,2026-06-15T00:00:00-05:00,2026-06-16T00:01:00-05:00,2026-06-18T23:59:00-05:00,2,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
